ranking,title,author,publisher,publisher_variants,date,genre,publication_date,publication_location,marc_country_code,isbn_number,oclc_number,viaf_permalink,viaf_id,source_link,unique_id
15,On the Island at the Center of the Center of the World,"Kadetsky, Elizabeth",Nouvella,,May/June 2015,Fiction,2015,United States,xxu,9780991314119,907189494,http://viaf.org/viaf/53526243,53526243,https://web.archive.org/web/20221201044724/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-may/june-2015.aspx,SPD4193
16,USSR: Diary of a Perestroika Kid,"Kozlov, Vladimir",Fiction Advocate,,May/June 2015,Fiction,2014,"New York, NY",nyu,9780989961516,1418899273,http://viaf.org/viaf/305307543,305307543,https://web.archive.org/web/20221201044724/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-may/june-2015.aspx,SPD4194
17,Toughlahoma,"TeBordo, Christian",Rescue Press,,May/June 2015,Fiction,2015,"Chicago, IL",ilu,9780986086908,907189590,http://viaf.org/viaf/68319261,68319261,https://web.archive.org/web/20221201044724/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-may/june-2015.aspx,SPD4195
18,Kill Shot,"Bunn, Bill",Bitingduck Press,,May/June 2015,Fiction,2015,"Montreal, QC",quc,9781938463532,907189583,http://viaf.org/viaf/232585523,232585523,https://web.archive.org/web/20221201044724/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-may/june-2015.aspx,SPD4196
19,In an I,"Brandes, Popahna",Sidebrow Books,,May/June 2015,Fiction,2015,"Portland, OR",oru,9781940090023,910942940,http://viaf.org/viaf/553155284862687062021,553155284862687062021,https://web.archive.org/web/20221201044724/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-may/june-2015.aspx,SPD4197
20,The Book of Feral Flora,"Ackerman, Amanda",Les Figues Press,,May/June 2015,Fiction,2015,"Los Angeles, CA",cau,9781934254585,908390446,http://viaf.org/viaf/96799226,96799226,https://web.archive.org/web/20221201044724/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-may/june-2015.aspx,SPD4198
1,Hard Proof,"Kirschner, Molly",Red Mountain Press,,June 2015,Poetry,2015,"Santa Fe, NM",nmu,9780990804710,1062342076,http://viaf.org/viaf/207144647691896403165,207144647691896403165,https://web.archive.org/web/20211202162317/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-june-2015.aspx,SPD4199
2,The Green Ray,"Copp, Corina",Ugly Duckling Presse,,June 2015,Poetry,2015,"Brooklyn, NY",nyu,9781937027582,905582517,http://viaf.org/viaf/16933521,16933521,https://web.archive.org/web/20211202162317/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-june-2015.aspx,SPD4200
3,"Farther Traveler: Poetry, Prose, Other","Wilson, Ronaldo V.",Counterpath Press,,June 2015,Poetry,2015,"Denver, CO",cou,9781933996332,913811876,http://viaf.org/viaf/169378268,169378268,https://web.archive.org/web/20211202162317/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-june-2015.aspx,SPD4201
4,Common Place,"Halpern, Rob",Ugly Duckling Presse,,June 2015,Poetry,2015,"Brooklyn, NY",nyu,9781937027384,908991192,http://viaf.org/viaf/4657633,4657633,https://web.archive.org/web/20211202162317/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-june-2015.aspx,SPD4202
5,Garments Against Women,"Boyer, Anne",Ahsahta Press,,June 2015,Poetry,2015,"Boise, ID",idu,9781934103593,897825654,http://viaf.org/viaf/70847949,70847949,https://web.archive.org/web/20211202162317/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-june-2015.aspx,SPD4203
6,The Collected Poems of Chika Sagawa,"Sagawa, Chika ; Nakayasu, Sawako (translator)",Canarium Books,,June 2015,Poetry,2015,"Ann Arbor, MI",miu,9780593230022,1132242615,http://viaf.org/viaf/19539671 ; http://viaf.org/viaf/6145970379232252997,19539671 ; 6145970379232252997,https://web.archive.org/web/20211202162317/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-june-2015.aspx,SPD4204
7,At Night,"Ciccarello, Lisa",Black Ocean,,June 2015,Poetry,2015,"Boston, MA",mau,9781939568090,903812823,http://viaf.org/viaf/96875543,96875543,https://web.archive.org/web/20211202162317/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-june-2015.aspx,SPD4205
8,World as You Left It,"Wickes, Helen",Sixteen Rivers Press,,June 2015,Poetry,2015,"San Francisco, CA",cau,9781939639080,908447611,http://viaf.org/viaf/19134155,19134155,https://web.archive.org/web/20211202162317/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-june-2015.aspx,SPD4206
9,Tender Data,"McClure, Monica","Birds, LLC",,June 2015,Poetry,2015,"Austin, TX",txu,9780991429820,913200897,http://viaf.org/viaf/105148521854020850040,105148521854020850040,https://web.archive.org/web/20211202162317/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-june-2015.aspx,SPD4207
10,Cool Don't Live Here No More: A Letter to San Francisco,"Robles, Tony",Ithuriel's Spear,,June 2015,Poetry,2015,"San Francisco, CA",cau,9781943209071,908990950,http://viaf.org/viaf/21615472,21615472,https://web.archive.org/web/20211202162317/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-june-2015.aspx,SPD4208
11,50 Water Dreams,"Masannat, Siwar",Cleveland State University Poetry Center,,June 2015,Poetry,2015,"Cleveland, OH",ohu,9780986025792,902937117,http://viaf.org/viaf/313490378,313490378,https://web.archive.org/web/20211202162317/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-june-2015.aspx,SPD4209
12,The Ground I Stand On Is Not My Ground,"Nogues, Collier",Drunken Boat Media,,June 2015,Poetry,2015,"Chester, CT",ctu,9780988241626,908991142,http://viaf.org/viaf/132767026,132767026,https://web.archive.org/web/20211202162317/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-june-2015.aspx,SPD4210
13,Wastoid,"Svalina, Mathias",Big Lucks Books,,June 2015,Poetry,2014,"Washington, DC",dcu,9781941985908,892896287,http://viaf.org/viaf/39179412,39179412,https://web.archive.org/web/20211202162317/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-june-2015.aspx,SPD4211
14,Void and Compensation,"Morse, Michael",Canarium Books,,June 2015,Poetry,2015,"Ann Arbor, MI",miu,9780984947171,1376048067,,,https://web.archive.org/web/20211202162317/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-june-2015.aspx,SPD4212
15,P R A C T I C E,"Browne, Laynie",SplitLevel Texts,,June 2015,Poetry,2015,"Ann Arbor, MI",miu,9780985811167,908991110,http://viaf.org/viaf/53431386,53431386,https://web.archive.org/web/20211202162317/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-june-2015.aspx,SPD4213
16,someone's dead already,"Eisen-Martin, Tongo",Bootstrap Press,,June 2015,Poetry,2015,"Oakland, CA",cau,9780988610835,1367652381,http://viaf.org/viaf/317120492,317120492,https://web.archive.org/web/20211202162317/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-june-2015.aspx,SPD4214
17,Poems To Work On: The Collected Poems of Jim Dine,"Dine, Jim",Cuneiform Press,,June 2015,Poetry,2015,"Victoria, TX",txu,9780986004032,908201225,http://viaf.org/viaf/61562057,61562057,https://web.archive.org/web/20211202162317/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-june-2015.aspx,SPD4215
18,Nests and Strangers: On Asian American Women Poets,"Yu, Timothy (editor)",Kelsey Street Press,,June 2015,Poetry,2015,"Berkeley, CA",cau,9780932716811,881560449,http://viaf.org/viaf/46577436,46577436,https://web.archive.org/web/20211202162317/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-june-2015.aspx,SPD4216
19,guns & butter,"Ray, Montana",Argos Books,,June 2015,Poetry,2015,"Brooklyn, NY",nyu,,1409469309,http://viaf.org/viaf/317120291,317120291,https://web.archive.org/web/20211202162317/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-june-2015.aspx,SPD4217
20,Playtime,"Fuller, William",Flood Editions,,June 2015,Poetry,2015,"Chicago, IL",ilu,9780990340737,903080514,http://viaf.org/viaf/43244389,43244389,https://web.archive.org/web/20211202162317/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-june-2015.aspx,SPD4218
1,Small Buried Things,"Marquart, Debra",New Rivers Press,,July 2015,Poetry,2015,"Moorhead, MN",mnu,9780898233087,907120859,http://viaf.org/viaf/53733989,53733989,https://web.archive.org/web/20230330134627/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-july-2015.aspx,SPD4219
